condition_type,year,setting,condition_id,condition_name,claims,beneficiaries,payment_amount,denominator_beneficiaries,prevalence
primary_diagnosis_ccs,2008,outpatient,58,Other nutritional; endocrine; and metabolic disorders,1599,1550,273070.0,,
primary_diagnosis_ccs,2008,outpatient,146,Diverticulosis and diverticulitis,739,728,265150.0,,
primary_diagnosis_ccs,2008,outpatient,23,Other non-epithelial cancer of skin,691,672,264980.0,,
primary_diagnosis_ccs,2008,outpatient,96,Heart valve disorders,1112,1063,263960.0,,
primary_diagnosis_ccs,2008,outpatient,55,Fluid and electrolyte disorders,1670,1615,261280.0,,
primary_diagnosis_ccs,2008,outpatient,32,Cancer of bladder,463,443,258900.0,,
primary_diagnosis_ccs,2008,outpatient,14,Cancer of colon,695,635,254820.0,,
primary_diagnosis_ccs,2008,outpatient,126,Other upper respiratory infections,2271,2175,253700.0,,
primary_diagnosis_ccs,2008,outpatient,197,Skin and subcutaneous tissue infections,1676,1631,250710.0,,
primary_diagnosis_ccs,2008,outpatient,153,Gastrointestinal hemorrhage,820,806,245460.0,,
primary_diagnosis_ccs,2008,outpatient,140,Gastritis and duodenitis,612,609,243860.0,,
primary_diagnosis_ccs,2008,outpatient,231,Other fractures,688,676,237040.0,,
primary_diagnosis_ccs,2008,outpatient,42,Secondary malignancies,371,349,234810.0,,
primary_diagnosis_ccs,2008,outpatient,206,Osteoporosis,1459,1375,229020.0,,
primary_diagnosis_ccs,2008,outpatient,164,Hyperplasia of prostate,724,716,227600.0,,
primary_diagnosis_ccs,2008,outpatient,238,Complications of surgical procedures or medical care,745,722,221800.0,,
primary_diagnosis_ccs,2008,outpatient,134,Other upper respiratory disease,1155,1125,213090.0,,
primary_diagnosis_ccs,2008,outpatient,236,Open wounds of extremities,1096,1069,207970.0,,
primary_diagnosis_ccs,2008,outpatient,113,Late effects of cerebrovascular disease,492,469,207640.0,,
primary_diagnosis_ccs,2008,outpatient,250,Nausea and vomiting,743,738,204870.0,,
primary_diagnosis_ccs,2008,outpatient,161,Other diseases of kidney and ureters,1036,1009,202510.0,,
primary_diagnosis_ccs,2008,outpatient,200,Other skin disorders,1697,1654,202100.0,,
primary_diagnosis_ccs,2008,outpatient,235,Open wounds of head; neck; and trunk,713,703,199460.0,,
primary_diagnosis_ccs,2008,outpatient,208,Acquired foot deformities,211,208,191550.0,,
primary_diagnosis_ccs,2008,outpatient,128,Asthma,879,855,190650.0,,
primary_diagnosis_ccs,2008,outpatient,151,Other liver diseases,1054,1030,185020.0,,
primary_diagnosis_ccs,2008,outpatient,39,Leukemias,507,474,184260.0,,
primary_diagnosis_ccs,2008,outpatient,100,Acute myocardial infarction,265,255,173690.0,,
primary_diagnosis_ccs,2008,outpatient,110,Occlusion or stenosis of precerebral arteries,683,674,172400.0,,
primary_diagnosis_ccs,2008,outpatient,112,Transient cerebral ischemia,488,465,172370.0,,
primary_diagnosis_ccs,2008,outpatient,83,Epilepsy; convulsions,1043,995,169300.0,,
primary_diagnosis_ccs,2008,outpatient,230,Fracture of lower limb,607,591,168150.0,,
primary_diagnosis_ccs,2008,outpatient,154,Noninfectious gastroenteritis,495,494,165950.0,,
primary_diagnosis_ccs,2008,outpatient,212,Other bone disease and musculoskeletal deformities,1055,1037,161770.0,,
primary_diagnosis_ccs,2008,outpatient,11,Cancer of head and neck,346,332,160200.0,,
primary_diagnosis_ccs,2008,outpatient,207,Pathological fracture,154,152,159990.0,,
primary_diagnosis_ccs,2008,outpatient,115,Aortic; peripheral; and visceral artery aneurysms,612,606,158610.0,,
primary_diagnosis_ccs,2008,outpatient,175,Other female genital disorders,540,532,147450.0,,
primary_diagnosis_ccs,2008,outpatient,10,Immunizations and screening for infectious disease,3146,3005,144670.0,,
primary_diagnosis_ccs,2008,outpatient,40,Multiple myeloma,416,376,139180.0,,
primary_diagnosis_ccs,2008,outpatient,162,Other diseases of bladder and urethra,269,263,137040.0,,
primary_diagnosis_ccs,2008,outpatient,125,Acute bronchitis,1127,1108,136540.0,,
primary_diagnosis_ccs,2008,outpatient,121,Other diseases of veins and lymphatics,548,523,135060.0,,
primary_diagnosis_ccs,2008,outpatient,57,Immunity disorders,126,122,133120.0,,
primary_diagnosis_ccs,2008,outpatient,80,Multiple sclerosis,292,281,130090.0,,
primary_diagnosis_ccs,2008,outpatient,15,Cancer of rectum and anus,299,279,123280.0,,
primary_diagnosis_ccs,2008,outpatient,144,Regional enteritis and ulcerative colitis,213,210,119110.0,,
primary_diagnosis_ccs,2008,outpatient,226,Fracture of neck of femur (hip),318,304,119070.0,,
primary_diagnosis_ccs,2008,outpatient,62,Coagulation and hemorrhagic disorders,935,887,114900.0,,
primary_diagnosis_ccs,2008,outpatient,79,Parkinson`s disease,370,361,113960.0,,
primary_diagnosis_ccs,2008,outpatient,131,Respiratory failure; insufficiency; arrest (adult),167,161,107510.0,,
primary_diagnosis_ccs,2008,outpatient,17,Cancer of pancreas,196,186,104960.0,,
primary_diagnosis_ccs,2008,outpatient,51,Other endocrine disorders,558,545,102300.0,,
primary_diagnosis_ccs,2008,outpatient,130,Pleurisy; pneumothorax; pulmonary collapse,446,437,101590.0,,
primary_diagnosis_ccs,2008,outpatient,118,Phlebitis; thrombophlebitis and thromboembolism,1480,1405,100100.0,,
primary_diagnosis_ccs,2008,outpatient,27,Cancer of ovary,283,271,99330.0,,
primary_diagnosis_ccs,2008,outpatient,651,Anxiety disorders,743,711,93240.0,,
primary_diagnosis_ccs,2008,outpatient,2,Septicemia (except in labor),159,157,91490.0,,
primary_diagnosis_ccs,2008,outpatient,166,Other male genital disorders,323,319,89880.0,,
primary_diagnosis_ccs,2008,outpatient,94,Other ear and sense organ disorders,807,794,89700.0,,
primary_diagnosis_ccs,2008,outpatient,201,Infective arthritis and osteomyelitis (except that caused by tuberculosis or sexually transmitted disease),297,275,84700.0,,
primary_diagnosis_ccs,2008,outpatient,147,Anal and rectal conditions,205,204,83550.0,,
primary_diagnosis_ccs,2008,outpatient,103,Pulmonary heart disease,644,617,82670.0,,
primary_diagnosis_ccs,2008,outpatient,22,Melanomas of skin,216,209,82500.0,,
primary_diagnosis_ccs,2008,outpatient,88,Glaucoma,503,480,79330.0,,
primary_diagnosis_ccs,2008,outpatient,157,Acute and unspecified renal failure,396,390,79180.0,,
primary_diagnosis_ccs,2008,outpatient,120,Hemorrhoids,228,227,78360.0,,
primary_diagnosis_ccs,2008,outpatient,173,Menopausal disorders,506,503,77140.0,,
primary_diagnosis_ccs,2008,outpatient,246,Fever of unknown origin,415,413,76420.0,,
primary_diagnosis_ccs,2008,outpatient,97,Peri-; endo-; and myocarditis; cardiomyopathy (except that caused by tuberculosis or sexually transmitted disease),317,311,75780.0,,
primary_diagnosis_ccs,2008,outpatient,119,Varicose veins of lower extremity,259,252,74290.0,,
primary_diagnosis_ccs,2008,outpatient,5,HIV infection,464,390,73870.0,,
primary_diagnosis_ccs,2008,outpatient,170,Prolapse of female genital organs,155,153,73790.0,,
primary_diagnosis_ccs,2008,outpatient,107,Cardiac arrest and ventricular fibrillation,142,141,73770.0,,
primary_diagnosis_ccs,2008,outpatient,81,Other hereditary and degenerative nervous system conditions,371,362,73310.0,,
primary_diagnosis_ccs,2008,outpatient,41,Cancer; other and unspecified primary,146,144,72770.0,,
primary_diagnosis_ccs,2008,outpatient,145,Intestinal obstruction without hernia,133,130,72470.0,,
primary_diagnosis_ccs,2008,outpatient,152,Pancreatic disorders (not diabetes),218,215,72370.0,,
primary_diagnosis_ccs,2008,outpatient,233,Intracranial injury,164,163,71640.0,,
primary_diagnosis_ccs,2008,outpatient,660,Alcohol-related disorders,279,258,71240.0,,
primary_diagnosis_ccs,2008,outpatient,7,Viral infection,475,471,70050.0,,
primary_diagnosis_ccs,2008,outpatient,111,Other and ill-defined cerebrovascular disease,161,160,68430.0,,
primary_diagnosis_ccs,2008,outpatient,247,Lymphadenitis,174,172,68400.0,,
primary_diagnosis_ccs,2008,outpatient,63,Diseases of white blood cells,301,297,68110.0,,
primary_diagnosis_ccs,2008,outpatient,25,Cancer of uterus,201,175,67180.0,,
primary_diagnosis_ccs,2008,outpatient,33,Cancer of kidney and renal pelvis,219,214,66790.0,,
primary_diagnosis_ccs,2008,outpatient,209,Other acquired deformities,174,172,65420.0,,
primary_diagnosis_ccs,2008,outpatient,253,Allergic reactions,697,682,64510.0,,
primary_diagnosis_ccs,2008,outpatient,141,Other disorders of stomach and duodenum,221,219,64320.0,,
primary_diagnosis_ccs,2008,outpatient,85,Coma; stupor; and brain damage,153,152,62500.0,,
primary_diagnosis_ccs,2008,outpatient,12,Cancer of esophagus,134,124,59780.0,,
primary_diagnosis_ccs,2008,outpatient,135,Intestinal infection,178,177,59430.0,,
primary_diagnosis_ccs,2008,outpatient,92,Otitis media and related conditions,303,301,56520.0,,
primary_diagnosis_ccs,2008,outpatient,228,Skull and face fractures,87,87,54240.0,,
primary_diagnosis_ccs,2008,outpatient,89,Blindness and vision defects,251,250,52020.0,,
primary_diagnosis_ccs,2008,outpatient,104,Other and ill-defined heart disease,347,344,51630.0,,
primary_diagnosis_ccs,2008,outpatient,6,Hepatitis,371,362,47980.0,,
primary_diagnosis_ccs,2008,outpatient,18,Cancer of other GI organs; peritoneum,93,89,47450.0,,
primary_diagnosis_ccs,2008,outpatient,43,Malignant neoplasm without specification of site,102,100,46470.0,,
primary_diagnosis_ccs,2008,outpatient,82,Paralysis,198,184,45910.0,,
primary_diagnosis_ccs,2008,outpatient,198,Other inflammatory condition of skin,329,314,45060.0,,
primary_diagnosis_ccs,2008,outpatient,661,Substance-related disorders,179,173,43020.0,,
primary_diagnosis_ccs,2008,outpatient,136,Disorders of teeth and jaw,346,342,42340.0,,
primary_diagnosis_ccs,2008,outpatient,36,Cancer of thyroid,124,119,41840.0,,
primary_diagnosis_ccs,2008,outpatient,242,Poisoning by other medications and drugs,226,224,40450.0,,
primary_diagnosis_ccs,2008,outpatient,26,Cancer of cervix,96,93,39900.0,,
primary_diagnosis_ccs,2008,outpatient,35,Cancer of brain and nervous system,99,96,39890.0,,
primary_diagnosis_ccs,2008,outpatient,210,Systemic lupus erythematosus and connective tissue disorders,241,235,38890.0,,
primary_diagnosis_ccs,2008,outpatient,116,Aortic and peripheral arterial embolism or thrombosis,88,88,38710.0,,
primary_diagnosis_ccs,2008,outpatient,171,Menstrual disorders,161,158,38550.0,,
primary_diagnosis_ccs,2008,outpatient,90,Inflammation; infection of eye (except that caused by tuberculosis or sexually transmitteddisease),329,324,38310.0,,
primary_diagnosis_ccs,2008,outpatient,52,Nutritional deficiencies,620,602,37850.0,,
primary_diagnosis_ccs,2008,outpatient,54,Gout and other crystal arthropathies,464,461,37270.0,,
primary_diagnosis_ccs,2008,outpatient,21,Cancer of bone and connective tissue,91,88,36700.0,,
primary_diagnosis_ccs,2008,outpatient,4,Mycoses,503,498,34950.0,,
primary_diagnosis_ccs,2008,outpatient,8,Other infections; including parasitic,165,162,34210.0,,
primary_diagnosis_ccs,2008,outpatient,13,Cancer of stomach,84,82,32920.0,,
primary_diagnosis_ccs,2008,outpatient,139,Gastroduodenal ulcer (except hemorrhage),102,102,32660.0,,
primary_diagnosis_ccs,2008,outpatient,217,Other congenital anomalies,134,131,30350.0,,
primary_diagnosis_ccs,2008,outpatient,248,Gangrene,46,44,30150.0,,
primary_diagnosis_ccs,2008,outpatient,16,Cancer of liver and intrahepatic bile duct,88,86,29720.0,,
primary_diagnosis_ccs,2008,outpatient,172,Ovarian cyst,94,94,29050.0,,
primary_diagnosis_ccs,2008,outpatient,61,Sickle cell anemia,75,69,27190.0,,
primary_diagnosis_ccs,2008,outpatient,168,Inflammatory diseases of female pelvic organs,168,167,26420.0,,
primary_diagnosis_ccs,2008,outpatient,213,Cardiac and circulatory congenital anomalies,80,78,23430.0,,
primary_diagnosis_ccs,2008,outpatient,37,Hodgkin`s disease,64,61,23090.0,,
primary_diagnosis_ccs,2008,outpatient,142,Appendicitis and other appendiceal conditions,15,15,22310.0,,
primary_diagnosis_ccs,2008,outpatient,234,Crushing injury or internal injury,37,37,21940.0,,
primary_diagnosis_ccs,2008,outpatient,165,Inflammatory conditions of male genital organs,143,140,21330.0,,
primary_diagnosis_ccs,2008,outpatient,137,Diseases of mouth; excluding dental,138,137,21330.0,,
primary_diagnosis_ccs,2008,outpatient,215,Genitourinary congenital anomalies,101,100,21020.0,,
primary_diagnosis_ccs,2008,outpatient,654,Developmental disorders,133,127,20740.0,,
primary_diagnosis_ccs,2008,outpatient,255,Administrative/social admission,250,247,20110.0,,
primary_diagnosis_ccs,2008,outpatient,129,Aspiration pneumonitis; food/vomitus,37,37,19310.0,,
primary_diagnosis_ccs,2008,outpatient,123,Influenza,119,119,18910.0,,
primary_diagnosis_ccs,2008,outpatient,650,Adjustment disorders,127,122,18690.0,,
primary_diagnosis_ccs,2008,outpatient,3,Bacterial infection; unspecified site,123,122,18650.0,,
primary_diagnosis_ccs,2008,outpatient,34,Cancer of other urinary organs,29,27,17970.0,,
primary_diagnosis_ccs,2008,outpatient,241,Poisoning by psychotropic agents,30,30,16230.0,,
primary_diagnosis_ccs,2008,outpatient,670,Miscellaneous mental health disorders,120,116,16060.0,,
primary_diagnosis_ccs,2008,outpatient,663,Screening and history of mental health and substance abuse codes,114,112,15190.0,,
primary_diagnosis_ccs,2008,outpatient,64,Other hematologic conditions,132,130,14910.0,,
primary_diagnosis_ccs,2008,outpatient,240,Burns,101,101,12910.0,,
primary_diagnosis_ccs,2008,outpatient,20,Cancer; other respiratory and intrathoracic,14,14,11020.0,,
primary_diagnosis_ccs,2008,outpatient,28,Cancer of other female genital organs,48,48,10920.0,,
primary_diagnosis_ccs,2008,outpatient,243,Poisoning by nonmedicinal substances,76,76,10510.0,,
primary_diagnosis_ccs,2008,outpatient,156,Nephritis; nephrosis; renal sclerosis,58,57,9860.0,,
primary_diagnosis_ccs,2008,outpatient,46,Benign neoplasm of uterus,47,47,8560.0,,
primary_diagnosis_ccs,2008,outpatient,169,Endometriosis,4,4,8550.0,,
primary_diagnosis_ccs,2008,outpatient,652,"Attention-deficit, conduct, and disruptive behavior disorders",49,47,8030.0,,
primary_diagnosis_ccs,2008,outpatient,216,Nervous system congenital anomalies,28,27,7510.0,,
primary_diagnosis_ccs,2008,outpatient,181,Other complications of pregnancy,46,45,7210.0,,
primary_diagnosis_ccs,2008,outpatient,148,Peritonitis and intestinal abscess,28,28,7180.0,,
primary_diagnosis_ccs,2008,outpatient,60,Acute posthemorrhagic anemia,38,38,6620.0,,
primary_diagnosis_ccs,2008,outpatient,662,Suicide and intentional self-inflicted injury,18,18,6600.0,,
primary_diagnosis_ccs,2008,outpatient,214,Digestive congenital anomalies,22,22,6340.0,,
primary_diagnosis_ccs,2008,outpatient,227,Spinal cord injury,23,23,6090.0,,
primary_diagnosis_ccs,2008,outpatient,132,Lung disease due to external agents,27,27,6050.0,,
primary_diagnosis_ccs,2008,outpatient,176,Contraceptive and procreative management,33,32,5300.0,,
primary_diagnosis_ccs,2008,outpatient,124,Acute and chronic tonsillitis,30,30,4820.0,,
primary_diagnosis_ccs,2008,outpatient,31,Cancer of other male genital organs,5,5,4040.0,,
primary_diagnosis_ccs,2008,outpatient,177,Spontaneous abortion,4,4,3500.0,,
primary_diagnosis_ccs,2008,outpatient,76,Meningitis (except that caused by tuberculosis or sexually transmitted disease),9,9,3450.0,,
primary_diagnosis_ccs,2008,outpatient,9,Sexually transmitted infections (not HIV or hepatitis),23,23,3230.0,,
primary_diagnosis_ccs,2008,outpatient,249,Shock,4,4,3220.0,,
primary_diagnosis_ccs,2008,outpatient,656,"Impulse control disorders, NEC",27,26,2800.0,,
primary_diagnosis_ccs,2008,outpatient,658,Personality disorders,23,23,2640.0,,
primary_diagnosis_ccs,2008,outpatient,56,Cystic fibrosis,17,17,2540.0,,
primary_diagnosis_ccs,2008,outpatient,655,"Disorders usually diagnosed in infancy, childhood, or adolescence",21,21,2440.0,,
primary_diagnosis_ccs,2008,outpatient,195,Other complications of birth; puerperium affecting management of mother,25,22,2320.0,,
primary_diagnosis_ccs,2008,outpatient,196,Other pregnancy and delivery including normal,36,35,2160.0,,
primary_diagnosis_ccs,2008,outpatient,186,Diabetes or abnormal glucose tolerance complicating pregnancy; childbirth; or the puerperium,12,11,1930.0,,
primary_diagnosis_ccs,2008,outpatient,77,Encephalitis (except that caused by tuberculosis or sexually transmitted disease),12,12,1560.0,,
primary_diagnosis_ccs,2008,outpatient,182,Hemorrhage during pregnancy; abruptio placenta; placenta previa,7,7,1120.0,,
primary_diagnosis_ccs,2008,outpatient,1,Tuberculosis,14,14,1030.0,,
primary_diagnosis_ccs,2008,outpatient,78,Other CNS infection and poliomyelitis,9,9,980.0,,
primary_diagnosis_ccs,2008,outpatient,184,Early or threatened labor,5,5,670.0,,
primary_diagnosis_ccs,2008,outpatient,183,Hypertension complicating pregnancy; childbirth and the puerperium,1,1,400.0,,
primary_diagnosis_ccs,2008,outpatient,30,Cancer of testis,7,7,380.0,,
primary_diagnosis_ccs,2008,outpatient,179,Postabortion complications,1,1,300.0,,
primary_diagnosis_ccs,2008,outpatient,190,Fetal distress and abnormal forces of labor,1,1,200.0,,
primary_diagnosis_ccs,2008,outpatient,unmapped,Missing primary diagnosis,1,1,100.0,,
primary_diagnosis_ccs,2008,outpatient,174,Female infertility,2,2,70.0,,
primary_diagnosis_ccs,2008,outpatient,189,Previous C-section,1,1,40.0,,
chronic_condition_flag,2009,all,sp_cncr,CNCR,0,9336,,114538,0.08151006652813914
chronic_condition_flag,2009,all,sp_strketia,STRKETIA,0,6030,,114538,0.05264628332955002
chronic_condition_flag,2009,all,sp_osteoprs,OSTEOPRS,0,21908,,114538,0.19127276537044474
chronic_condition_flag,2009,all,sp_diabetes,DIABETES,0,47709,,114538,0.4165342506417084
chronic_condition_flag,2009,all,sp_depressn,DEPRESSN,0,28085,,114538,0.2452024655572823
chronic_condition_flag,2009,all,sp_ischmcht,ISCHMCHT,0,54601,,114538,0.4767064205765772
chronic_condition_flag,2009,all,sp_alzhdmta,ALZHDMTA,0,26404,,114538,0.23052611360421868
chronic_condition_flag,2009,all,sp_chrnkidn,CHRNKIDN,0,23718,,114538,0.20707538109623008
chronic_condition_flag,2009,all,sp_copd,COPD,0,17925,,114538,0.1564982800467967
chronic_condition_flag,2009,all,sp_ra_oa,RA_OA,0,19994,,114538,0.1745621540449458
chronic_condition_flag,2009,all,sp_chf,CHF,0,39438,,114538,0.3443224082837137
primary_diagnosis_ccs,2009,carrier,205,Spondylosis; intervertebral disc disorders; other back problems,69951,38401,7173880.0,,
primary_diagnosis_ccs,2009,carrier,86,Cataract,34539,25392,5716920.0,,
primary_diagnosis_ccs,2009,carrier,101,Coronary atherosclerosis and other heart disease,41140,27298,5224000.0,,
primary_diagnosis_ccs,2009,carrier,98,Essential hypertension,85779,50154,4810580.0,,
primary_diagnosis_ccs,2009,carrier,133,Other lower respiratory disease,54879,34389,4055800.0,,
primary_diagnosis_ccs,2009,carrier,259,Residual codes; unclassified,35226,26494,3751930.0,,
primary_diagnosis_ccs,2009,carrier,106,Cardiac dysrhythmias,59989,29673,3660250.0,,
primary_diagnosis_ccs,2009,carrier,102,Nonspecific chest pain,34462,25060,3525020.0,,
primary_diagnosis_ccs,2009,carrier,158,Chronic kidney disease,28743,10672,3520780.0,,
primary_diagnosis_ccs,2009,carrier,211,Other connective tissue disease,42271,29562,3274120.0,,
primary_diagnosis_ccs,2009,carrier,203,Osteoarthritis,31462,22372,3130370.0,,
primary_diagnosis_ccs,2009,carrier,87,Retinal detachments; defects; vascular occlusion; and retinopathy,17161,14065,3095540.0,,
primary_diagnosis_ccs,2009,carrier,204,Other non-traumatic joint disorders,40003,28537,2998120.0,,
primary_diagnosis_ccs,2009,carrier,59,Deficiency and other anemia,32551,21955,2635090.0,,
primary_diagnosis_ccs,2009,carrier,23,Other non-epithelial cancer of skin,12962,10826,2588820.0,,
primary_diagnosis_ccs,2009,carrier,95,Other nervous system disorders,23322,18448,2580220.0,,
primary_diagnosis_ccs,2009,carrier,49,Diabetes mellitus without complication,47820,30492,2573210.0,,
primary_diagnosis_ccs,2009,carrier,29,Cancer of prostate,12926,7968,2465660.0,,
primary_diagnosis_ccs,2009,carrier,200,Other skin disorders,28263,22135,2229900.0,,
primary_diagnosis_ccs,2009,carrier,47,Other and unspecified benign neoplasm,15566,13297,2199240.0,,
primary_diagnosis_ccs,2009,carrier,251,Abdominal pain,23692,18886,2140250.0,,
primary_diagnosis_ccs,2009,carrier,24,Cancer of breast,13455,8160,2079040.0,,
primary_diagnosis_ccs,2009,carrier,108,Congestive heart failure; nonhypertensive,23275,16180,2025410.0,,
primary_diagnosis_ccs,2009,carrier,53,Disorders of lipid metabolism,39521,29285,1890280.0,,
primary_diagnosis_ccs,2009,carrier,127,Chronic obstructive pulmonary disease and bronchiectasis,24134,16612,1798160.0,,
primary_diagnosis_ccs,2009,carrier,131,Respiratory failure; insufficiency; arrest (adult),10730,7965,1749270.0,,
primary_diagnosis_ccs,2009,carrier,19,Cancer of bronchus; lung,9825,5941,1711160.0,,
primary_diagnosis_ccs,2009,carrier,88,Glaucoma,18494,12353,1610600.0,,
primary_diagnosis_ccs,2009,carrier,50,Diabetes mellitus with complications,23682,17729,1597700.0,,
primary_diagnosis_ccs,2009,carrier,163,Genitourinary symptoms and ill-defined conditions,19597,16378,1587410.0,,
primary_diagnosis_ccs,2009,carrier,212,Other bone disease and musculoskeletal deformities,41582,27552,1585290.0,,
primary_diagnosis_ccs,2009,carrier,44,Neoplasms of unspecified nature or uncertain behavior,12244,10388,1581640.0,,
primary_diagnosis_ccs,2009,carrier,155,Other gastrointestinal disorders,18034,15222,1571350.0,,
primary_diagnosis_ccs,2009,carrier,122,Pneumonia (except that caused by tuberculosis or sexually transmitted disease),15248,12015,1486280.0,,
primary_diagnosis_ccs,2009,carrier,258,Other screening for suspected conditions (not mental disorders or infectious disease),27215,21762,1476210.0,,
primary_diagnosis_ccs,2009,carrier,109,Acute cerebrovascular disease,12643,9650,1465760.0,,
primary_diagnosis_ccs,2009,carrier,657,Mood disorders,24413,15379,1437810.0,,
primary_diagnosis_ccs,2009,carrier,96,Heart valve disorders,12164,10521,1419600.0,,
primary_diagnosis_ccs,2009,carrier,117,Other circulatory disease,12475,11122,1353540.0,,
primary_diagnosis_ccs,2009,carrier,114,Peripheral and visceral atherosclerosis,12156,10626,1262940.0,,
primary_diagnosis_ccs,2009,carrier,91,Other eye disorders,12082,10803,1254110.0,,
primary_diagnosis_ccs,2009,carrier,159,Urinary tract infections,21914,17765,1178770.0,,
primary_diagnosis_ccs,2009,carrier,244,Other injuries and conditions due to external causes,11558,10173,1168140.0,,
primary_diagnosis_ccs,2009,carrier,237,Complication of device; implant or graft,5888,4779,1123460.0,,
primary_diagnosis_ccs,2009,carrier,257,Other aftercare,37246,25293,1090440.0,,
primary_diagnosis_ccs,2009,carrier,157,Acute and unspecified renal failure,8208,6607,1040910.0,,
primary_diagnosis_ccs,2009,carrier,153,Gastrointestinal hemorrhage,8142,7233,1037340.0,,
primary_diagnosis_ccs,2009,carrier,252,Malaise and fatigue,13291,11789,1018350.0,,
primary_diagnosis_ccs,2009,carrier,245,Syncope,9164,8098,1003000.0,,
primary_diagnosis_ccs,2009,carrier,653,"Delirium, dementia, and amnestic and other cognitive disorders",12564,9037,984400.0,,
primary_diagnosis_ccs,2009,carrier,48,Thyroid disorders,16871,14416,943000.0,,
primary_diagnosis_ccs,2009,carrier,197,Skin and subcutaneous tissue infections,11681,10228,934520.0,,
primary_diagnosis_ccs,2009,carrier,134,Other upper respiratory disease,14291,11708,916670.0,,
primary_diagnosis_ccs,2009,carrier,202,Rheumatoid arthritis and related disease,6862,5628,867880.0,,
primary_diagnosis_ccs,2009,carrier,10,Immunizations and screening for infectious disease,29577,24088,859380.0,,
primary_diagnosis_ccs,2009,carrier,226,Fracture of neck of femur (hip),6226,4880,841270.0,,
primary_diagnosis_ccs,2009,carrier,38,Non-Hodgkin`s lymphoma,4838,3860,823330.0,,
primary_diagnosis_ccs,2009,carrier,14,Cancer of colon,5130,3689,791160.0,,
primary_diagnosis_ccs,2009,carrier,93,Conditions associated with dizziness or vertigo,8507,7769,761470.0,,
primary_diagnosis_ccs,2009,carrier,199,Chronic ulcer of skin,9968,8191,760590.0,,
primary_diagnosis_ccs,2009,carrier,126,Other upper respiratory infections,12376,11148,748470.0,,
primary_diagnosis_ccs,2009,carrier,149,Biliary tract disease,5209,4706,736130.0,,
primary_diagnosis_ccs,2009,carrier,138,Esophageal disorders,8461,7744,712580.0,,
primary_diagnosis_ccs,2009,carrier,4,Mycoses,17471,14608,694960.0,,
primary_diagnosis_ccs,2009,carrier,99,Hypertension with complications and secondary hypertension,9200,8288,686930.0,,
primary_diagnosis_ccs,2009,carrier,659,Schizophrenia and other psychotic disorders,10191,6997,679260.0,,
primary_diagnosis_ccs,2009,carrier,110,Occlusion or stenosis of precerebral arteries,6146,5722,678280.0,,
primary_diagnosis_ccs,2009,carrier,55,Fluid and electrolyte disorders,8317,7341,670100.0,,
primary_diagnosis_ccs,2009,carrier,42,Secondary malignancies,2918,2507,667030.0,,
primary_diagnosis_ccs,2009,carrier,256,Medical examination/evaluation,16040,14156,652330.0,,
primary_diagnosis_ccs,2009,carrier,232,Sprains and strains,7512,6777,649860.0,,
primary_diagnosis_ccs,2009,carrier,164,Hyperplasia of prostate,7534,6912,636540.0,,
primary_diagnosis_ccs,2009,carrier,100,Acute myocardial infarction,3931,3379,594090.0,,
primary_diagnosis_ccs,2009,carrier,32,Cancer of bladder,3742,3213,594080.0,,
primary_diagnosis_ccs,2009,carrier,94,Other ear and sense organ disorders,8967,8244,592520.0,,
primary_diagnosis_ccs,2009,carrier,130,Pleurisy; pneumothorax; pulmonary collapse,11320,9273,575760.0,,
primary_diagnosis_ccs,2009,carrier,146,Diverticulosis and diverticulitis,4501,4240,569040.0,,
primary_diagnosis_ccs,2009,carrier,225,Joint disorders and dislocations; trauma-related,4261,3904,564790.0,,
primary_diagnosis_ccs,2009,carrier,167,Nonmalignant breast conditions,6560,6059,559580.0,,
primary_diagnosis_ccs,2009,carrier,83,Epilepsy; convulsions,5561,4843,552010.0,,
primary_diagnosis_ccs,2009,carrier,250,Nausea and vomiting,4640,4353,550370.0,,
primary_diagnosis_ccs,2009,carrier,58,Other nutritional; endocrine; and metabolic disorders,8123,7284,547940.0,,
primary_diagnosis_ccs,2009,carrier,143,Abdominal hernia,3739,3513,533160.0,,
primary_diagnosis_ccs,2009,carrier,229,Fracture of upper limb,5959,5314,518180.0,,
primary_diagnosis_ccs,2009,carrier,140,Gastritis and duodenitis,4003,3802,517740.0,,
primary_diagnosis_ccs,2009,carrier,151,Other liver diseases,5891,5355,512660.0,,
primary_diagnosis_ccs,2009,carrier,161,Other diseases of kidney and ureters,6861,5717,507220.0,,
primary_diagnosis_ccs,2009,carrier,253,Allergic reactions,7153,6609,506130.0,,
primary_diagnosis_ccs,2009,carrier,2,Septicemia (except in labor),3987,3496,505740.0,,
primary_diagnosis_ccs,2009,carrier,84,Headache; including migraine,6216,5713,499890.0,,
primary_diagnosis_ccs,2009,carrier,206,Osteoporosis,6438,5781,490800.0,,
primary_diagnosis_ccs,2009,carrier,115,Aortic; peripheral; and visceral artery aneurysms,3254,3047,475190.0,,
primary_diagnosis_ccs,2009,carrier,45,Maintenance chemotherapy; radiotherapy,1454,1301,453700.0,,
primary_diagnosis_ccs,2009,carrier,85,Coma; stupor; and brain damage,2776,2597,452820.0,,
primary_diagnosis_ccs,2009,carrier,231,Other fractures,4229,3900,452500.0,,
primary_diagnosis_ccs,2009,carrier,128,Asthma,5772,5333,452290.0,,
