provider_type,provider_id,year,claims,beneficiaries,payment_amount,payment_per_claim,peer_count,reason_codes,rank_in_group,note
facility_inpatient,10026U,2010,51,48,557700.0,10935.29411764706,2063,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3100VM,2010,50,44,557000.0,11140.0,2063,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3100JN,2010,51,47,552000.0,10823.529411764706,2063,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3301QB,2010,58,54,521000.0,8982.758620689656,2063,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1500QB,2010,50,48,515000.0,10300.0,2063,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,3401MN,2010,58,55,507000.0,8741.379310344828,2063,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,1800TK,2010,41,36,506000.0,12341.463414634147,2063,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,4400MM,2010,50,44,504000.0,10080.0,2063,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_inpatient,0300DD,2010,45,44,500000.0,11111.111111111111,2063,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0502NA,2010,2228,1017,603370.0,270.81238779174146,5723,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,2201DT,2010,1298,678,410660.0,316.37904468412944,5723,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0505TK,2010,1257,557,371780.0,295.7677008750994,5723,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3400ZQ,2010,853,713,275080.0,322.48534583821805,5723,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,2301GU,2010,961,550,258840.0,269.34443288241414,5723,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500NJ,2010,760,635,249850.0,328.75,5723,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3300KJ,2010,831,455,248730.0,299.3140794223827,5723,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,10018S,2010,736,341,229470.0,311.7798913043478,5723,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000GD,2010,622,388,219580.0,353.0225080385852,5723,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3600WB,2010,806,274,212270.0,263.3622828784119,5723,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1402JQ,2010,562,414,206370.0,367.20640569395016,5723,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3902NU,2010,760,386,200900.0,264.3421052631579,5723,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500DH,2010,614,345,198070.0,322.5895765472313,5723,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,5000CG,2010,621,433,197920.0,318.7117552334944,5723,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4500DP,2010,546,271,196390.0,359.6886446886447,5723,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,4600BC,2010,634,315,186550.0,294.2429022082019,5723,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0500RN,2010,579,328,184230.0,318.1865284974093,5723,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000VH,2010,779,460,182540.0,234.32605905006417,5723,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3302QH,2010,658,332,178110.0,270.6838905775076,5723,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1000KS,2010,569,318,178010.0,312.8471001757469,5723,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,0501WN,2010,439,279,175040.0,398.7243735763098,5723,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,06006A,2010,525,237,171880.0,327.3904761904762,5723,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1100TC,2010,467,220,170620.0,365.35331905781584,5723,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,1700JJ,2010,726,375,168370.0,231.9146005509642,5723,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
facility_outpatient,3100XU,2010,541,332,161790.0,299.0573012939002,5723,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0888901330,2010,7279,6097,661500.0,90.87786783898888,375944,HIGH_CLAIM_VOLUME,1,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,8207899456,2010,5295,4638,465650.0,87.94145420207744,375944,HIGH_CLAIM_VOLUME,2,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9979265126,2010,4693,4129,413820.0,88.17813765182186,375944,HIGH_CLAIM_VOLUME,3,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1973668724,2010,3983,2416,353740.0,88.81245292493095,375944,HIGH_CLAIM_VOLUME,4,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2052541087,2010,3932,3565,348010.0,88.50712105798576,375944,HIGH_CLAIM_VOLUME,5,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,1052105939,2010,3490,3088,300410.0,86.07736389684814,375944,HIGH_CLAIM_VOLUME,6,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7961400834,2010,3363,3093,296630.0,88.20398453761523,375944,HIGH_CLAIM_VOLUME,7,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3552796390,2010,3136,2229,281070.0,89.62691326530613,375944,HIGH_CLAIM_VOLUME,8,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0941734431,2010,3010,2704,276300.0,91.79401993355482,375944,HIGH_CLAIM_VOLUME,9,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,2866295111,2010,3125,2863,269120.0,86.1184,375944,HIGH_CLAIM_VOLUME,10,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0329757128,2010,2782,2545,245010.0,88.06973400431345,375944,HIGH_CLAIM_VOLUME,11,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6585316279,2010,2550,2359,223560.0,87.67058823529412,375944,HIGH_CLAIM_VOLUME,12,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7132269719,2010,2515,1770,218110.0,86.72365805168987,375944,HIGH_CLAIM_VOLUME,13,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,0479815821,2010,2329,1222,214590.0,92.13825676255904,375944,HIGH_CLAIM_VOLUME,14,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3517371403,2010,2285,1514,210560.0,92.14879649890591,375944,HIGH_CLAIM_VOLUME,15,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6502930399,2010,2299,2120,207200.0,90.12614180078295,375944,HIGH_CLAIM_VOLUME,16,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5040521237,2010,2248,1667,197870.0,88.02046263345196,375944,HIGH_CLAIM_VOLUME,17,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5038386362,2010,2012,1895,188860.0,93.86679920477137,375944,HIGH_CLAIM_VOLUME,18,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,6955475791,2010,2150,1316,187140.0,87.04186046511627,375944,HIGH_CLAIM_VOLUME,19,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,4332659805,2010,2130,1269,184320.0,86.53521126760563,375944,HIGH_CLAIM_VOLUME,20,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7183629035,2010,1853,1513,173380.0,93.5671883432272,375944,HIGH_CLAIM_VOLUME,21,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,5554267915,2010,1998,1880,170960.0,85.56556556556556,375944,HIGH_CLAIM_VOLUME,22,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,7481398045,2010,2006,1608,168270.0,83.88334995014955,375944,HIGH_CLAIM_VOLUME,23,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,9900572834,2010,1951,1822,166070.0,85.12045105074321,375944,HIGH_CLAIM_VOLUME,24,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
npi,3346519048,2010,1693,1607,162680.0,96.08978145304194,375944,HIGH_CLAIM_VOLUME,25,"SYNTHETIC review flag only; not fraud, quality or performance evidence"
